title,mp3_url,archive_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url
Interviewing Iris Clert while Studs was in France,https://wfmt-studs-terkel.s3.amazonaws.com/published/42075.mp3,/programs/interviewing-iris-clert-while-studs-was-france,,"Dec. 1, 1962",1 sound tape reel (ca. 60 min.) : 7 in.,"28 minutes, 14 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Interviewing Vittorio De Sica while Studs was in Rome, Italy",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F41709.mp3,/programs/interviewing-vittorio-de-sica-while-studs-was-rome-italy,,"Dec. 1, 1962",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"44 minutes, 15 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Marya Mannes discusses book ""But Will It Sell?"" ; part 1",https://s3.amazonaws.com/wfmt-studs-terkel/published/10798.mp3,/programs/marya-mannes-discusses-book-will-it-sell-part-1,"Marya Mannes talks about her book But Will It Sell?, published in 1964. Mannes talks about American life and consumerism.","Dec. 1, 1964",3 sound tape reels (ca. 43.10 min.): 7 in.,"35 minutes, 4 seconds",WAV,The Chicago History Museum,English,,1964-12-01,1964.0,12.0,1.0,True
Teresa Stich-Randall talks with Studs Terkel ;  part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/13952.mp3,/programs/teresa-stich-randall-talks-studs-terkel-part-1,Studs Terkel interviews soprano Teresa Stich-Randall about her musical performances of Don Giovanni. Some of the interview is spoken in German.,"Dec. 1, 1964",2 sound tape reels (ca. 73.47 min.): 7 in.,"34 minutes, 18 seconds",WAV,The Chicago History Museum,"English, German",,1964-12-01,1964.0,12.0,1.0,True
"Marya Mannes discusses book ""But Will It Sell?""  ; part 3",https://s3.amazonaws.com/wfmt-studs-terkel/published/10805.mp3,/programs/marya-mannes-discusses-book-will-it-sell-part-3,Studs Terkel reads Marya Mannes' speech at a Planned Parenthood rally in 1964.,"Dec. 1, 1964",3 sound tape reels (ca. 43.10 min.): 7 in.,"31 minutes, 54 seconds",WAV,The Chicago History Museum,English,,1964-12-01,1964.0,12.0,1.0,True
Teresa Stich-Randall talks with Studs Terkel ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published/56787.mp3,/programs/teresa-stich-randall-talks-studs-terkel-part-2,Studs Terkel interviews soprano Teresa Stich-Randall. This is an interview done in two parts.,"Dec. 1, 1964",2 sound tape reels (ca. 73.47 min.): 7 in.,24 minutes,WAV,The Chicago History Museum,English,,1964-12-01,1964.0,12.0,1.0,True
"John Henry Faulk discusses his book ""Fear on Trial"" ; part 1",https://wfmt-studs-terkel.s3.amazonaws.com/published/55765.mp3,/programs/john-henry-faulk-discusses-his-book-fear-trial-part-1,"Folklorist and radio show host John Henry Faulk discusses his book ""Fear on Trial,"" covering his experiences being on the Hollywood blacklist and his lawsuit against AWARE; includes Christmas story at the end of part 2.","Dec. 1, 1964",2 sound tape reels (ca. 62.53 min.): 7 in.,"34 minutes, 44 seconds",WAV,The Chicago History Museum,English,,1964-12-01,1964.0,12.0,1.0,True
"John Henry Faulk discusses his book ""Fear on Trial"" ; part 2",https://wfmt-studs-terkel.s3.amazonaws.com/published/55753.mp3,/programs/john-henry-faulk-discusses-his-book-fear-trial-part-2,"Folklorist and radio show host John Henry Faulk discusses his book ""Fear on Trial,"" covering his experiences being on the Hollywood blacklist and his lawsuit against AWARE; includes Christmas story at the end of part 2.","Dec. 1, 1964",2 sound tape reels (ca. 62.53 min.): 7 in.,"28 minutes, 43 seconds",WAV,The Chicago History Museum,English,,1964-12-01,1964.0,12.0,1.0,True
"Marya Mannes discusses book ""But Will It Sell?"" ; part 2",https://s3.amazonaws.com/wfmt-studs-terkel/published/10800.mp3,/programs/marya-mannes-discusses-book-will-it-sell-part-2,"Marya Mannes discusses her book But Will It Sell?, published in 1964. Mannes talks about American life and consumerism.","Dec. 1, 1964",3 sound tape reels (ca. 43.10 min.): 7 in.,"8 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1964-12-01,1964.0,12.0,1.0,True
Timothy Leary talks with Studs Terkel ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/10375.mp3,/programs/timothy-leary-talks-studs-terkel-part-1,Interviewing Timothy Leary.,"Dec. 1, 1966",2 sound tape reels (ca. 52.50 min.): 7 in.,"15 minutes, 34 seconds",WAV,The Chicago History Museum,English,,1966-12-01,1966.0,12.0,1.0,True
Interview with Jean Shepherd ; part 2,,/programs/interview-jean-shepherd-part-2,Interviewing Jean Shepherd.,"Dec. 1, 1966",2 sound tape reels (ca. 90 min.) : 7 in.,"39 minutes, 38 seconds",WAV,The Chicago History Museum,English,,1966-12-01,1966.0,12.0,1.0,False
Dr. Timothy Leary discusses the stages of the psychadelic experience of turning on and his role as a Shaman ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/10381.mp3,/programs/dr-timothy-leary-discusses-stages-psychadelic-experience-turning-and-his-role-shaman-part,"Studs interviews Dr. Timothy Leary about the three stages of the psychadelic experience: turning on, tuning in, and dropout.  Leary discusses how his life changed from being a successful psychologist and professor at Harvard to renewing his life as a religious teacher.  He shares how the drug LSD is used in the tribal communities who turn on and also explains the values of those who practice turning on.  Leary also describes other methods used to turn on, which he considers a religious experience.  Studs reads what Richard Goldstein said about Dr. Leary.  Studs and Leary discuss how turning on can benefit society.","Dec. 1, 1966",2 sound tape reels (ca. 52.50 min.): 7 in.,"37 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1966-12-01,1966.0,12.0,1.0,True
"Jean Shepherd Shepard discusses his book ""In God We Trust: All Others Pay Cash""",,/programs/jean-shepherd-shepard-discusses-his-book-god-we-trust-all-others-pay-cash,"Jean Shepherd discusses his book ""In God We Trust: All Others Pay Cash"". Includes earlier clip of Jean Shepherd talking in the beginning. Includes excerpts of Jean Shepherd and Studs Terkel reading from Shepherd's book.","Dec. 1, 1966",2 sound tape reels (ca. 90 min.) : 7 in.,"46 minutes, 42 seconds",WAV,The Chicago History Museum,English,,1966-12-01,1966.0,12.0,1.0,False
Interview with Ruth Gordon,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F20886.mp3,/programs/interview-ruth-gordon,Interviewing Ruth Gordon.,"Dec. 1, 1976",1 sound tape reel (ca. 58.07 min.) : 10 1/2 in. Copy-T3268.,"58 minutes, 23 seconds",WAV,The Chicago History Museum,English,,1976-12-01,1976.0,12.0,1.0,True
"Interviewing psychologist Dr. Matina Horner, President of Radcliffe College",,/programs/interviewing-psychologist-dr-matina-horner-president-radcliffe-college,,"Dec. 1, 1977",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"49 minutes, 11 seconds",WAV,The Chicago History Museum,English,,1977-12-01,1977.0,12.0,1.0,False
Lawrence (Bud) Freeman discusses his career as a tenor sax jazz musician,https://s3.amazonaws.com/wfmt-studs-terkel/published/19709.mp3,/programs/lawrence-bud-freeman-discusses-his-career-tenor-sax-jazz-musician,"Studs interviews Bud Freeman about his career in Jazz and his book, ""Working"" as well as his album, ""Complete Bud Freeman.""  Freeman shares stories about his dad and brother during his childhood.  He discusses various songs from his album and shares stories about his interactions with other jazz musicians.  Studs reads a few passages from Freeman's book.  They discuss how Freeman's creative practices and how his music has changed over the years.  Musical pieces are removed from this edited version of the original recording.","Dec. 1, 1980",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"32 minutes, 44 seconds",WAV,The Chicago History Museum,English,,1980-12-01,1980.0,12.0,1.0,True
Paula Robison in conversation with Studs Terkel,,/programs/paula-robison-conversation-studs-terkel,,"Dec. 1, 1980",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 24 seconds",WAV,The Chicago History Museum,English,,1980-12-01,1980.0,12.0,1.0,False
"Jonathan Kozol discusses his book ""Illiterate America""",https://s3.amazonaws.com/wfmt-studs-terkel/published/10223.mp3,/programs/jonathan-kozol-discusses-his-book-illiterate-america,"Jonathan Kozol discusses his book ""Illiterate America.""  Includes an interview of a black teenager student named Jimmy.","Dec. 1, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1985-12-01,1985.0,12.0,1.0,True
Presenting a performance by Chicago The Oriana Singers,,/programs/presenting-performance-chicago-oriana-singers,Terkel comments and presents a musical performance by The Oriana Singers,"Dec. 1, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 36 seconds",WAV,The Chicago History Museum,English,,1986-12-01,1986.0,12.0,1.0,False
Celebrating the 100th anniversary of Austrian American composer Ernst Toch's birth with journalist Lawrence Weschler,,/programs/celebrating-100th-anniversary-austrian-american-composer-ernst-tochs-birth-journalist,Celebration in honor of the 100th anniversary of Ernst Toch's birth,"Dec. 1, 1987",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"56 minutes, 25 seconds",WAV,The Chicago History Museum,English,,1987-12-01,1987.0,12.0,1.0,False
Interviewing pianist and former child prodigy Ruth Slenczynska,,/programs/interviewing-pianist-and-former-child-prodigy-ruth-slenczynska,,"Dec. 1, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 5 seconds",WAV,The Chicago History Museum,English,,1988-12-01,1988.0,12.0,1.0,False
Peter Schickele performs and lectures on the music of composer P.D.Q. Bach,https://s3.amazonaws.com/wfmt-studs-terkel/published/23402.mp3,/programs/peter-schickele-performs-and-lectures-music-composer-pdq-bach,"Peter Schickele, the man behind the pseudonymous musical persona P.D.Q. Bach, gives a lecture on the oft-forgotten composer and sibling of Johann Sebastian Bach, playing and discussing a number of works by the fictitious composer.","Dec. 1, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"27 minutes, 35 seconds",WAV,The Chicago History Museum,English,,1988-12-01,1988.0,12.0,1.0,True
"Discussing the book ""Baby of the Family""  with the author Tina McElroy Ansa",,/programs/discussing-book-baby-family-author-tina-mcelroy-ansa,,"Dec. 1, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 39 seconds",WAV,The Chicago History Museum,English,,1989-12-01,1989.0,12.0,1.0,False
Discussing his work with abused women in Israeli with Yael Oren,,/programs/discussing-his-work-abused-women-israeli-yael-oren,,"Dec. 1, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"42 minutes, 54 seconds",WAV,The Chicago History Museum,English,,1989-12-01,1989.0,12.0,1.0,False
Interview with Tim Pat Coogan,,/programs/interview-tim-pat-coogan,Interviewing author and historian Tim Pat Coogan.,"Dec. 1, 1993",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 42 seconds",WAV,The Chicago History Museum,English,,1993-12-01,1993.0,12.0,1.0,False
"Nobel Peace Prize recipient Mairead Corrigan Maguire discusses the struggle for peace in Northern Ireland, and around the world",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F60727.mp3,/programs/nobel-peace-prize-recipient-mairead-corrigan-maguire-discusses-struggle-peace-northern,"Nobel Peace Prize recipient Mairead Corrigan Maguire discusses the struggle for peace in Northern Ireland, and around the world. Maguire, an Irish peace activist, founded Community of Peace People.","Dec. 1, 1993",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"42 minutes, 40 seconds",WAV,The Chicago History Museum,English,Heather McDougall,1993-12-01,1993.0,12.0,1.0,True
"Interviewing author and historian Tim Pat Coogan and discussin ""The IRA: A History""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49753.mp3,/programs/interviewing-author-and-historian-tim-pat-coogan-and-discussin-ira-history,,"Dec. 1, 1993",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"48 minutes, 6 seconds",WAV,The Chicago History Museum,English,,1993-12-01,1993.0,12.0,1.0,True
Interviewing Italian American composer Gian Carlo Menotti. Program also includes an excerpt from a 1971 interview with Menotti.,,/programs/interviewing-italian-american-composer-gian-carlo-menotti-program-also-includes-excerpt,,"Dec. 1, 1995",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 34 seconds",WAV,The Chicago History Museum,English,,1995-12-01,1995.0,12.0,1.0,False
"Discussing the book ""What are you doing"" with Naomi Glasser",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49984.mp3,/programs/discussing-book-what-are-you-doing-naomi-glasser,,"Dec. 2, 1980",1 sound tape reel (ca. 54.37 min.) : 10 1/2 in.,"55 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1980-12-02,1980.0,12.0,2.0,True
Interviewing Josephine Richardson,,/programs/interviewing-josephine-richardson,,"Dec. 2, 1981",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 27 seconds",WAV,The Chicago History Museum,English,,1981-12-02,1981.0,12.0,2.0,False
"Carol Bleser discusses her book ""The Hammonds of Redcliffe""",,/programs/carol-bleser-discusses-her-book-hammonds-redcliffe,"Discussing the book ""The Hammonds of Redcliffe"" with the author Carol Bleser.
","Dec. 2, 1981",1 sound tape reel (ca. 52.27 min.) : 10 1/2 in.,"53 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1981-12-02,1981.0,12.0,2.0,False
"Discussing the book ""In Person: The Great Entertainers"" with author, theater critic and biographer Martin Gottfried",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F34011.mp3,/programs/discussing-book-person-great-entertainers-author-theater-critic-and-biographer-martin,,"Dec. 2, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 50 seconds",WAV,The Chicago History Museum,English,,1985-12-02,1985.0,12.0,2.0,True
Presenting a performance of the Maxwell Street Klezmer band,,/programs/presenting-performance-maxwell-street-klezmer-band-0,Terkel comments and presents a musical performance of The Maxwell Street Klezmer Band,"Dec. 2, 1987",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 37 seconds",WAV,The Chicago History Museum,English,,1987-12-02,1987.0,12.0,2.0,False
Interviewing Anthony Guarisco of the Alliance of Atomic Veterans and anti-nuke physicist Leo Seren,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F36866.mp3,/programs/interviewing-anthony-guarisco-alliance-atomic-veterans-and-anti-nuke-physicist-leo-seren,The International Alliance of Atomic Veterans is a veterans' group committed to the abolishing of all nuclear weapons.,"Dec. 2, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 55 seconds",WAV,The Chicago History Museum,English,,1992-12-02,1992.0,12.0,2.0,True
"Derrick Bell discusses his book ""Confronting Authority""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F44790.mp3,/programs/derrick-bell-discusses-his-book-confronting-authority,"Civil rights activist, lawyer, and professor Derrick Bell discusses his latest work and protest against Harvard University due to their lack of diverse hiring in academics. Bell is known for his work on the concept of critical race theory and his relentless pursuit of fair treatment for his colleagues.","Dec. 2, 1994",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"48 minutes, 32 seconds",WAV,The Chicago History Museum,English,,1994-12-02,1994.0,12.0,2.0,True
Leo Szilard talks with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/12739.mp3,/programs/leo-szilard-talks-studs-terkel,,"Dec. 3, 1961",1 sound tape reel (ca. 22 min.) : 7 in.,"15 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1961-12-03,1961.0,12.0,3.0,True
Ann Firor Scott talks with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/12391.mp3,/programs/ann-firor-scott-talks-studs-terkel,,"Dec. 3, 1970",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 52 seconds",WAV,The Chicago History Museum,English,,1970-12-03,1970.0,12.0,3.0,True
"Stanley Dance discusses jazz and his book ""The World of Swing""",,/programs/stanley-dance-discusses-jazz-and-his-book-world-swing-0,"Stanley Dance discusses jazz and his the book ""The World of Swing"". He tells anecdotes of jazz musicians and talks about the history of different songs. The interview is interspersed with songs of the jazz/swing genre: ""Stompin' at the Savoy,"" ""Three Little Words,"" ""Here Comes the Man with the Jive,"" ""Where are You,"" ""Passing it Around,"" ""Effervescent Blues,"" ""Who's Sorry Now,"" ""Sleep"" and ""One More Once.""","Dec. 3, 1974",1 sound tape reel (ca. 55.15 min.) : 10 1/2 in.,"55 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1974-12-03,1974.0,12.0,3.0,False
"Stanley Dance discusses jazz and his book ""The World of Swing""",https://s3.amazonaws.com/wfmt-studs-terkel/published/19632.mp3,/programs/stanley-dance-discusses-jazz-and-his-book-world-swing,"Stanley Dance discusses jazz and his the book ""The World of Swing"". He tells anecdotes of jazz musicians and talks about the history of different songs. The interview is interspersed with songs of the jazz/swing genre: ""Stompin' at the Savoy,"" ""Three Little Words,"" ""Here Comes the Man with the Jive,"" ""Where are You,"" ""Passing it Around,"" ""Effervescent Blues,"" ""Who's Sorry Now,"" ""Sleep"" and ""One More Once."" Music has been removed from this recording for copyright reasons.","Dec. 3, 1974",1 sound tape reel (ca. 55.15 min.) : 10 1/2 in.,"27 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1974-12-03,1974.0,12.0,3.0,True
